STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,Severity
KENTUCKY,September,Flood,POWELL,1
NORTH CAROLINA,May,Flood,TRANSYLVANIA,1
NORTH CAROLINA,May,Flood,TRANSYLVANIA,1
KENTUCKY,May,Flood,OWEN,1
SOUTH CAROLINA,May,Flood,PICKENS,1
NORTH CAROLINA,May,Flood,CALDWELL,1
SOUTH CAROLINA,May,Flood,SPARTANBURG,1
VIRGINIA,September,Flood,BATH,1
OHIO,September,Flood,WASHINGTON,1
OHIO,September,Flood,WASHINGTON,1
INDIANA,September,Flood,MARION,1
MARYLAND,September,Flood,GARRETT,1
WEST VIRGINIA,September,Flood,PRESTON,1
OHIO,September,Flood,JACKSON,1
OHIO,September,Flood,MEIGS,1
WEST VIRGINIA,September,Flood,WAYNE,1
WEST VIRGINIA,September,Flood,KANAWHA,1
WEST VIRGINIA,September,Flood,ROANE,1
WEST VIRGINIA,September,Flood,POCAHONTAS,1
WEST VIRGINIA,September,Flood,RANDOLPH,1
WEST VIRGINIA,June,Flood,RITCHIE,1
OHIO,June,Flood,VINTON,1
FLORIDA,June,Flood,FLAGLER,1
SOUTH CAROLINA,December,Flood,SPARTANBURG,1
OHIO,December,Flood,ATHENS,1
GEORGIA,December,Flood,HABERSHAM,1
NORTH CAROLINA,December,Flood,MACON,1
NORTH CAROLINA,October,Flood,MCDOWELL,1
NORTH CAROLINA,October,Flood,CALDWELL,1
SOUTH CAROLINA,October,Flood,SPARTANBURG,1
SOUTH CAROLINA,November,Flood,SPARTANBURG,1
SOUTH CAROLINA,November,Flood,SPARTANBURG,1
NORTH CAROLINA,November,Flood,MECKLENBURG,1
GEORGIA,November,Flood,HABERSHAM,1
KANSAS,October,Flood,SEDGWICK,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
WEST VIRGINIA,September,Flood,MARSHALL,1
LOUISIANA,March,Tornado,NATCHITOCHES,1
TEXAS,April,Tornado,HARRISON,1
SOUTH CAROLINA,July,Tornado,HORRY,1
FLORIDA,May,Tornado,BREVARD,1
IOWA,July,Tornado,MAHASKA,1
IOWA,July,Tornado,MAHASKA,1
IOWA,July,Tornado,WRIGHT,1
IOWA,July,Tornado,STORY,1
FLORIDA,September,Tropical Storm,MONROE/UPPER KEYS,1
IOWA,July,Tornado,WRIGHT,1
INDIANA,April,Flood,MORGAN,1
IOWA,July,Tornado,JASPER,1
IOWA,July,Tornado,STORY,1
MISSISSIPPI,February,Flash Flood,NESHOBA,1
NORTH CAROLINA,April,Flash Flood,BURKE,1
ARIZONA,August,Flash Flood,MOHAVE,1
NEVADA,January,Flash Flood,CLARK,1
NEVADA,January,Flash Flood,CLARK,1
NEVADA,January,Flash Flood,CLARK,1
MISSISSIPPI,April,Flash Flood,HINDS,1
OHIO,April,Flash Flood,ATHENS,1
OHIO,April,Flash Flood,MEIGS,1
MISSISSIPPI,April,Flash Flood,LEAKE,1
OHIO,April,Flash Flood,PERRY,1
KENTUCKY,June,Flash Flood,CARTER,1
OHIO,June,Flash Flood,COLUMBIANA,1
TEXAS,September,Flash Flood,MIDLAND,1
NORTH CAROLINA,September,Flash Flood,BURKE,1
WISCONSIN,June,Flash Flood,CLARK,1
WEST VIRGINIA,July,Flash Flood,ROANE,1
WEST VIRGINIA,July,Flash Flood,CALHOUN,1
WEST VIRGINIA,July,Flash Flood,KANAWHA,1
WEST VIRGINIA,September,Flash Flood,RALEIGH,1
WEST VIRGINIA,July,Flash Flood,CABELL,1
NEW YORK,July,Flash Flood,ALLEGANY,1
INDIANA,September,Flash Flood,DAVIESS,1
OHIO,July,Flash Flood,LAWRENCE,1
OHIO,July,Flash Flood,PERRY,1
OHIO,July,Flash Flood,JACKSON,1
WEST VIRGINIA,July,Flash Flood,TAYLOR,1
INDIANA,September,Flash Flood,KNOX,1
OHIO,September,Flash Flood,SCIOTO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,INYO,1
CALIFORNIA,July,Flash Flood,INYO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
KENTUCKY,May,Flash Flood,BATH,1
NEVADA,July,Flash Flood,CLARK,1
NEVADA,July,Flash Flood,CLARK,1
NEVADA,July,Flash Flood,ESMERALDA,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
OHIO,May,Flash Flood,HOCKING,1
CALIFORNIA,July,Flash Flood,INYO,1
NEVADA,July,Flash Flood,LINCOLN,1
WEST VIRGINIA,May,Flash Flood,LEWIS,1
NORTH CAROLINA,May,Flash Flood,DAVIE,1
NORTH CAROLINA,May,Flash Flood,MCDOWELL,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,July,Flash Flood,INYO,1
CALIFORNIA,July,Flash Flood,INYO,1
NEVADA,July,Flash Flood,NYE,1
NEVADA,July,Flash Flood,CLARK,1
NEVADA,July,Flash Flood,CLARK,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
NORTH CAROLINA,May,Flash Flood,SWAIN,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
ARIZONA,July,Flash Flood,MOHAVE,1
INDIANA,September,Flash Flood,DELAWARE,1
INDIANA,September,Flash Flood,RANDOLPH,1
WEST VIRGINIA,September,Flash Flood,MARION,1
KENTUCKY,September,Flash Flood,JEFFERSON,1
NEW YORK,July,Flash Flood,CHAUTAUQUA,1
ARIZONA,September,Flash Flood,MOHAVE,1
WEST VIRGINIA,September,Flash Flood,CABELL,1
ARIZONA,July,Flash Flood,MOHAVE,1
VIRGINIA,August,Flash Flood,WASHINGTON,1
OHIO,September,Flash Flood,LUCAS,1
NEW YORK,July,Flash Flood,ALLEGANY,1
NEW YORK,July,Flash Flood,ALLEGANY,1
NEW YORK,August,Flash Flood,ALBANY,1
NEW YORK,August,Flash Flood,GREENE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
CALIFORNIA,August,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,August,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,August,Flash Flood,SAN BERNARDINO,1
NEVADA,August,Flash Flood,CLARK,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
ARIZONA,August,Flash Flood,MOHAVE,1
NEW YORK,August,Flash Flood,ALBANY,1
NEW YORK,August,Flash Flood,ALBANY,1
NEW YORK,August,Flash Flood,ALBANY,1
NEW YORK,August,Flash Flood,OSWEGO,1
ARKANSAS,August,Flash Flood,CHICOT,1
NEW YORK,August,Flash Flood,ALBANY,1
NEW YORK,August,Flash Flood,ALBANY,1
FLORIDA,August,Flash Flood,BAY,1
CALIFORNIA,August,Flash Flood,INYO,1
WEST VIRGINIA,June,Flash Flood,HARRISON,1
WEST VIRGINIA,June,Flash Flood,HARRISON,1
OHIO,June,Flash Flood,HAMILTON,1
IOWA,June,Flash Flood,WINNESHIEK,1
WISCONSIN,June,Flash Flood,CLARK,1
OHIO,June,Flash Flood,PERRY,1
OHIO,June,Flash Flood,WASHINGTON,1
WISCONSIN,June,Flash Flood,GRANT,1
TENNESSEE,July,Flash Flood,POLK,1
WEST VIRGINIA,July,Flash Flood,RANDOLPH,1
INDIANA,February,Flash Flood,RIPLEY,1
CALIFORNIA,July,Flash Flood,SAN BERNARDINO,1
NORTH CAROLINA,October,Flash Flood,AVERY,1
NORTH CAROLINA,October,Flash Flood,RUTHERFORD,1
NORTH CAROLINA,October,Flash Flood,BUNCOMBE,1
NORTH CAROLINA,October,Flash Flood,CALDWELL,1
TEXAS,October,Flash Flood,GLASSCOCK,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
ARIZONA,October,Flash Flood,MOHAVE,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,PIMA,1
WEST VIRGINIA,October,Flash Flood,DODDRIDGE,1
WEST VIRGINIA,October,Flash Flood,HARRISON,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
ARIZONA,October,Flash Flood,MOHAVE,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
CALIFORNIA,October,Flash Flood,SAN BERNARDINO,1
MISSOURI,July,Flash Flood,OREGON,1
ARIZONA,July,Flash Flood,GRAHAM,1
INDIANA,September,Flash Flood,KNOX,1
PENNSYLVANIA,July,Flash Flood,ALLEGHENY,1
MARYLAND,July,Flash Flood,GARRETT,1
INDIANA,September,Flash Flood,GREENE,1
INDIANA,September,Flash Flood,GREENE,1
WISCONSIN,February,Flood,ROCK,1
WISCONSIN,February,Flood,COLUMBIA,1
WISCONSIN,February,Flood,MILWAUKEE,1
WEST VIRGINIA,February,Flood,CLAY,1
KENTUCKY,February,Flood,PIKE,1
WEST VIRGINIA,February,Flood,RANDOLPH,1
WEST VIRGINIA,February,Flood,RANDOLPH,1
KENTUCKY,February,Flood,BELL,1
WEST VIRGINIA,February,Flood,WAYNE,1
KENTUCKY,February,Flood,FLOYD,1
INDIANA,February,Flood,KNOX,1
KENTUCKY,February,Flood,MCCREARY,1
KENTUCKY,February,Flood,KNOX,1
KENTUCKY,February,Flood,PIKE,1
KENTUCKY,February,Flood,LESLIE,1
KENTUCKY,February,Flood,FLOYD,1
KENTUCKY,February,Flood,PULASKI,1
INDIANA,February,Flood,VERMILLION,1
INDIANA,February,Flood,CLINTON,1
KENTUCKY,February,Flood,LETCHER,1
KENTUCKY,February,Flood,LEE,1
NEW YORK,February,Flood,SCHENECTADY,1
NEW YORK,February,Flood,SCHENECTADY,1
NEW YORK,February,Flood,WARREN,1
NEW YORK,February,Flood,SCHENECTADY,1
MISSISSIPPI,February,Flood,PANOLA,1
NEW YORK,February,Flood,SCHENECTADY,1
WEST VIRGINIA,January,Flood,RANDOLPH,1
WEST VIRGINIA,January,Flood,UPSHUR,1
WEST VIRGINIA,January,Flood,GILMER,1
CALIFORNIA,January,Flood,SAN BERNARDINO,1
CALIFORNIA,January,Flood,SAN BERNARDINO,1
OHIO,February,Flood,ATHENS,1
VIRGINIA,February,Flood,DICKENSON,1
WEST VIRGINIA,February,Flood,RANDOLPH,1
WEST VIRGINIA,February,Flood,UPSHUR,1
WEST VIRGINIA,February,Flood,RITCHIE,1
OHIO,February,Flood,ATHENS,1
OHIO,February,Flood,LAWRENCE,1
OHIO,February,Flood,MEIGS,1
OHIO,February,Flood,GALLIA,1
OHIO,February,Flood,GALLIA,1
OHIO,February,Flood,PERRY,1
OHIO,February,Flood,VINTON,1
OHIO,February,Flood,VINTON,1
WEST VIRGINIA,February,Flood,ROANE,1
OHIO,February,Flood,ATHENS,1
OHIO,February,Flood,MEIGS,1
WEST VIRGINIA,February,Flood,CABELL,1
WEST VIRGINIA,February,Flood,JACKSON,1
OHIO,February,Flood,VINTON,1
OHIO,February,Flood,ATHENS,1
WEST VIRGINIA,February,Flood,LEWIS,1
OHIO,February,Flood,MORGAN,1
WEST VIRGINIA,February,Flood,PLEASANTS,1
WEST VIRGINIA,February,Flood,PUTNAM,1
OHIO,March,Flood,WASHINGTON,1
KENTUCKY,February,Flood,LESLIE,1
MASSACHUSETTS,November,Flood,PLYMOUTH,1
WEST VIRGINIA,April,Flood,WEBSTER,1
WASHINGTON,April,Flood,PEND OREILLE,1
OHIO,April,Flood,MEIGS,1
TENNESSEE,April,Flood,SULLIVAN,1
OHIO,April,Flood,WASHINGTON,1
OHIO,April,Flood,ATHENS,1
OHIO,April,Flood,GALLIA,1
MONTANA,May,Flood,RAVALLI,1
MONTANA,May,Flood,RAVALLI,1
NORTH CAROLINA,September,Flood,CALDWELL,1
INDIANA,June,Flood,BARTHOLOMEW,1
INDIANA,June,Flood,MARION,1
NORTH CAROLINA,September,Flood,MECKLENBURG,1
NORTH CAROLINA,September,Flood,BURKE,1
VIRGINIA,June,Flood,HANOVER,1
OHIO,September,Flood,WASHINGTON,1
OHIO,September,Flood,WASHINGTON,1
WASHINGTON,May,Flood,OKANOGAN,1
WASHINGTON,May,Flood,OKANOGAN,1
OHIO,May,Flood,WASHINGTON,1
OHIO,May,Flood,WASHINGTON,1
NORTH CAROLINA,May,Flood,BURKE,1
NORTH CAROLINA,May,Flood,HENDERSON,1
NORTH CAROLINA,May,Flood,HENDERSON,1
GEORGIA,May,Flood,RABUN,1
OHIO,September,Flood,GALLIA,1
PENNSYLVANIA,September,Flood,BEAVER,1
PENNSYLVANIA,September,Flood,BEAVER,1
OHIO,September,Flood,WASHINGTON,1
OHIO,September,Flood,WASHINGTON,1
WEST VIRGINIA,September,Flood,TYLER,1
INDIANA,September,Flood,RIPLEY,1
PENNSYLVANIA,September,Flood,WASHINGTON,1
PENNSYLVANIA,September,Flood,BEAVER,1
OHIO,September,Flood,LAWRENCE,1
KENTUCKY,September,Flood,CARTER,1
PENNSYLVANIA,September,Flood,INDIANA,1
PENNSYLVANIA,September,Flood,JEFFERSON,1
PENNSYLVANIA,September,Flood,LAWRENCE,1
NEW YORK,July,Flood,ALLEGANY,1
PENNSYLVANIA,September,Flood,GREENE,1
PENNSYLVANIA,September,Flood,GREENE,1
PENNSYLVANIA,September,Flood,LAWRENCE,1
PENNSYLVANIA,September,Flood,FAYETTE,1
PENNSYLVANIA,September,Flood,FAYETTE,1
PENNSYLVANIA,September,Flood,FAYETTE,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,WESTMORELAND,1
MARYLAND,September,Flood,GARRETT,1
NEW YORK,May,Flood,WASHINGTON,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
WEST VIRGINIA,September,Flood,PRESTON,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,WESTMORELAND,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,WESTMORELAND,1
MARYLAND,September,Flood,GARRETT,1
PENNSYLVANIA,September,Flood,ALLEGHENY,1
PENNSYLVANIA,September,Flood,BEAVER,1
PENNSYLVANIA,September,Flood,WESTMORELAND,1
WEST VIRGINIA,September,Flood,MARSHALL,1
PENNSYLVANIA,September,Flood,BEAVER,1
WEST VIRGINIA,September,Flood,RALEIGH,1
WEST VIRGINIA,September,Flood,UPSHUR,1
WEST VIRGINIA,September,Flood,KANAWHA,1
WEST VIRGINIA,September,Flood,BRAXTON,1
FLORIDA,August,Flood,ORANGE,1
MASSACHUSETTS,August,Flood,BARNSTABLE,1
NORTH CAROLINA,August,Flood,MCDOWELL,1
WEST VIRGINIA,June,Flood,WOOD,1
WEST VIRGINIA,June,Flood,PLEASANTS,1
WEST VIRGINIA,June,Flood,TYLER,1
WEST VIRGINIA,June,Flood,BARBOUR,1
MINNESOTA,June,Flood,OLMSTED,1
WEST VIRGINIA,June,Flood,TYLER,1
IOWA,June,Flood,FLOYD,1
IOWA,June,Flood,FLOYD,1
WISCONSIN,June,Flood,BUFFALO,1
WISCONSIN,June,Flood,CLARK,1
ARIZONA,August,Flood,MOHAVE,1
OHIO,June,Flood,WASHINGTON,1
CALIFORNIA,August,Flood,SAN BERNARDINO,1
OHIO,June,Flood,WASHINGTON,1
WISCONSIN,June,Flood,COLUMBIA,1
WISCONSIN,May,Flood,SAUK,1
WISCONSIN,June,Flood,KENOSHA,1
MICHIGAN,October,Flood,ALGER,1
SOUTH DAKOTA,May,Flood,BUTTE,1
WISCONSIN,May,Flood,FOND DU LAC,1
WISCONSIN,May,Flood,SAUK,1
OHIO,September,Flood,HIGHLAND,1
NORTH CAROLINA,September,Flood,CABARRUS,1
WISCONSIN,October,Flood,RACINE,1
WISCONSIN,October,Flood,ROCK,1
NORTH CAROLINA,December,Flood,BURKE,1
GEORGIA,December,Flood,RABUN,1
WISCONSIN,October,Flood,ROCK,1
WISCONSIN,September,Flood,GREEN LAKE,1
KENTUCKY,December,Flood,GREENUP,1
NORTH CAROLINA,December,Flood,CABARRUS,1
NORTH CAROLINA,December,Flood,POLK,1
WISCONSIN,October,Flood,LAFAYETTE,1
WEST VIRGINIA,December,Flood,MCDOWELL,1
WISCONSIN,October,Flood,COLUMBIA,1
FLORIDA,July,Flood,PALM BEACH,1
WISCONSIN,September,Flood,DANE,1
WISCONSIN,September,Flood,ROCK,1
WISCONSIN,October,Flood,GREEN LAKE,1
WISCONSIN,September,Flood,LAFAYETTE,1
WISCONSIN,September,Flood,ROCK,1
WISCONSIN,September,Flood,WAUKESHA,1
NORTH CAROLINA,October,Flood,CABARRUS,1
WISCONSIN,September,Flood,ROCK,1
WISCONSIN,September,Flood,OZAUKEE,1
ARIZONA,October,Flood,MOHAVE,1
ARIZONA,October,Flood,MOHAVE,1
SOUTH CAROLINA,November,Flood,GREENVILLE,1
NORTH CAROLINA,November,Flood,CABARRUS,1
NORTH CAROLINA,November,Flood,CABARRUS,1
WISCONSIN,August,Flood,FOND DU LAC,1
WISCONSIN,August,Flood,MARQUETTE,1
WISCONSIN,August,Flood,JEFFERSON,1
WISCONSIN,August,Flood,OZAUKEE,1
KANSAS,September,Flood,RICE,1
INDIANA,September,Flood,BOONE,1
INDIANA,September,Flood,CLINTON,1
KANSAS,October,Flood,ALLEN,1
KANSAS,October,Flood,KINGMAN,1
KANSAS,October,Flood,RENO,1
KANSAS,October,Flood,BARTON,1
WEST VIRGINIA,May,Flood,MINERAL,1
WISCONSIN,October,Flood,RACINE,1
